cif,formula,grupo_espacial,sitios,elementos,predicho_como,valor_salida_red
1509599,Li1.5Ag1.5Ge1,221,2,3,No_perovskita,0.62
1535293,RuBr3,193,2,2,No_perovskita,0.62
1539074,MoP,187,2,2,No_perovskita,0.62
1541244,Hf0.039Al1Ni2.961,221,2,3,No_perovskita,0.62
1541245,Zr0.039Al1Ni2.961,221,2,3,No_perovskita,0.62
9014813,CS2,92,2,2,No_perovskita,0.62
9015270,CS2,154,2,2,No_perovskita,0.62
1522824,Pu0.5U0.5Sn3,221,2,3,No_perovskita,0.63
1524261,CoSn2,140,2,2,No_perovskita,0.63
1525346,Cr0.08Ge3.92Te4,225,2,3,No_perovskita,0.63
1527046,Gd2Al5.634Ge0.366,194,2,3,No_perovskita,0.63
1527859,UTl3,221,2,2,No_perovskita,0.63
1535917,Ba2N,166,2,2,No_perovskita,0.63
1537741,PuPb3,221,2,2,No_perovskita,0.63
1537750,PuIn3,221,2,2,No_perovskita,0.63
1538081,SnPd3,221,2,2,No_perovskita,0.63
9010030,Bi5.2Sb0.28Te2.52Pd1.08Pt2.92,205,2,5,No_perovskita,0.63
9015265,Sb3Rh,204,2,2,No_perovskita,0.63
1511187,BI3,176,2,2,No_perovskita,0.64
1520900,Rb3Re,221,2,2,No_perovskita,0.64
1527387,NpGa3,221,2,2,No_perovskita,0.64
1527931,TiZn3,221,2,2,No_perovskita,0.64
1532670,Mg6V,225,2,2,No_perovskita,0.64
1538061,UGe3,221,2,2,No_perovskita,0.64
1538795,Pd3Pb,221,2,2,No_perovskita,0.64
1538939,ThPb3,221,2,2,No_perovskita,0.64
2105393,Cr2.08Au7.92,87,2,2,No_perovskita,0.64
9004454,Bi0.11Pd2.88Pt0.12Pb0.89,221,2,4,No_perovskita,0.64
1523250,Tl0.8Pd3Pb0.2,221,2,3,No_perovskita,0.65
1523862,PrMg,221,2,2,No_perovskita,0.65
1527755,USn3,221,2,2,No_perovskita,0.65
1538079,ThIn3,221,2,2,No_perovskita,0.65
2310293,V4.398Ga2Fe1.602,223,2,3,No_perovskita,0.65
8100893,GaF3,167,2,2,No_perovskita,0.65
1508997,Ti1Ga2.481Ag0.519,221,2,3,No_perovskita,0.66
1522403,U1Al2.4Co0.6,221,2,3,No_perovskita,0.66
1522460,Ti1Ga2.49Ni0.51,221,2,3,No_perovskita,0.66
1522853,Zr1Zn1.5Ga1.5,221,2,3,No_perovskita,0.66
1523389,Sn2Pt,225,2,2,No_perovskita,0.66
1524836,Co3W,194,2,2,No_perovskita,0.66
1524868,Ti1Ga2.499Cu0.501,221,2,3,No_perovskita,0.66
1524869,Ti1Ga2.49Fe0.51,221,2,3,No_perovskita,0.66
1525299,V1Fe0.9Co2.1,221,2,3,No_perovskita,0.66
1526480,Fe3.92Ni4.08P24,204,2,3,No_perovskita,0.66
1536650,InP3,166,2,2,No_perovskita,0.66
7221169,Ti1Zn0.99Hg2.01,221,2,3,No_perovskita,0.66
9008024,NaS,166,2,2,No_perovskita,0.66
9009001,In2Au,225,2,2,No_perovskita,0.66
1522542,Ti0.5Ga0.5Ni3,221,2,3,No_perovskita,0.67
1523836,V3Pb,223,2,2,No_perovskita,0.67
1526482,CoP3,204,2,2,No_perovskita,0.67
1527705,Pr1.2U6.8Al16,227,2,3,No_perovskita,0.67
1540061,ThTl3,221,2,2,No_perovskita,0.67
4123953,MgCd3,194,2,2,No_perovskita,0.67
1522738,Ti1Zn0.81Ga2.19,221,2,3,No_perovskita,0.68
1523334,NdMg,221,2,2,No_perovskita,0.68
1523486,TiSnRh,225,2,3,No_perovskita,0.68
1524739,NbCr2,227,2,2,No_perovskita,0.68
1525086,UMnFe,227,2,3,No_perovskita,0.68
1525206,ScCd3,194,2,2,No_perovskita,0.68
1536964,Li2Ca,227,2,2,No_perovskita,0.68
1538778,SiMo3,223,2,2,No_perovskita,0.68
2310209,UPt3,194,2,2,No_perovskita,0.68
9011286,Te2Au,164,2,2,No_perovskita,0.68
1522378,U1Sn1.5Pb1.5,221,2,3,No_perovskita,0.69
1522538,Hf0.23Ga0.77Ni3,221,2,3,No_perovskita,0.69
1522541,Ti0.4Ga0.6Ni3,221,2,3,No_perovskita,0.69
1522890,Sn1Pd1.5Pt1.5,221,2,3,No_perovskita,0.69
1523335,SmMg,221,2,2,No_perovskita,0.69
1537615,GeTe,225,2,2,No_perovskita,0.69
8104287,BiI3,148,2,2,No_perovskita,0.69
1509415,In2Ag,140,2,2,No_perovskita,0.7
1522433,NdGa3,221,2,2,No_perovskita,0.7
1522467,Ti1Mn0.51Ga2.49,221,2,3,No_perovskita,0.7
1522921,YMg,221,2,2,No_perovskita,0.7
1525205,Ti2Cd,139,2,2,No_perovskita,0.7
1537751,Hg4Pt,229,2,2,No_perovskita,0.7
1538102,UIn3,221,2,2,No_perovskita,0.7
2107191,Te2Au,12,2,2,No_perovskita,0.7
1010031,ReO3,221,2,2,No_perovskita,0.71
1010476,Ni2B,140,2,2,No_perovskita,0.71
1510033,Ag3Pt,221,2,2,No_perovskita,0.71
1510374,CdIn2SnAu2,225,2,4,No_perovskita,0.71
1523484,TiSbRh,225,2,3,No_perovskita,0.71
1523679,MoIr,51,2,2,No_perovskita,0.71
1523795,Sn2Rh,140,2,2,No_perovskita,0.71
2019712,SiI3,148,2,2,No_perovskita,0.71
2102652,CrF3,167,2,2,No_perovskita,0.71
9008724,SnSb,225,2,2,No_perovskita,0.71
9009019,Sn2Ir,225,2,2,No_perovskita,0.71
1522362,Nb3Pb,223,2,2,No_perovskita,0.72
2106056,Mo1O2.4F0.6,221,2,3,No_perovskita,0.72
1523555,SnPt3,221,2,2,No_perovskita,0.73
1523942,ReO3,204,2,2,No_perovskita,0.73
1538629,Nb3In,223,2,2,No_perovskita,0.73
1522546,Al0.6Si0.4Ni3,221,2,3,No_perovskita,0.74
2310019,Ag0.2Te4Au1.8,12,2,3,No_perovskita,0.74
9009034,In2Pt,225,2,2,No_perovskita,0.74
1522379,UPb3,221,2,2,No_perovskita,0.75
1522585,Ti2Pd,139,2,2,No_perovskita,0.75
1526115,D7.224Ti1.332Mn1.2V1.468,225,2,4,No_perovskita,0.75
1527463,SnP3,166,2,2,No_perovskita,0.75
1537791,SnSbPt,58,2,3,No_perovskita,0.75
1540344,UAl3,221,2,2,No_perovskita,0.75
1509516,AgPt3,221,2,2,No_perovskita,0.76
1523649,Ga1Ni2.01Pt0.99,221,2,3,No_perovskita,0.76
1532767,Ti3Al,194,2,2,No_perovskita,0.76
8104286,SbI3,148,2,2,No_perovskita,0.76
1510080,CdSnAu,225,2,3,No_perovskita,0.77
1531417,Ni4(SnSb3)3,204,2,3,No_perovskita,0.77
1533280,Li0.47Zr1Pb0.53,221,2,3,No_perovskita,0.77
1537434,SnHgF6,167,2,3,No_perovskita,0.77
1522876,Sn2Ru,140,2,2,No_perovskita,0.78
1527225,VZn3,221,2,2,No_perovskita,0.78
2310977,NbZn3,221,2,2,No_perovskita,0.78
1522658,Th4Ni7.04,15,2,2,No_perovskita,0.79
1526484,NiP3,204,2,2,No_perovskita,0.79
1535653,InC3,221,2,2,No_perovskita,0.79
9008818,CeMg,221,2,2,No_perovskita,0.79
1523793,UTiFe,227,2,3,No_perovskita,0.8
1524940,Cr0.3Ga0.7Ni3,221,2,3,No_perovskita,0.8
1527522,HgPbF6,167,2,3,No_perovskita,0.8
2310426,Sb3Ir,204,2,2,No_perovskita,0.8
7015448,SnI3,221,2,2,No_perovskita,0.8
9015433,SbO3,227,2,2,No_perovskita,0.8
1521796,SnMo3,223,2,2,No_perovskita,0.81
1523776,Ni4Mo,87,2,2,No_perovskita,0.81
1524415,Cr3Ga,223,2,2,No_perovskita,0.81
5910117,Cu3Pt,221,2,2,No_perovskita,0.81
1010059,N2O,205,2,2,No_perovskita,0.82
1010149,N2O,224,2,2,No_perovskita,0.82
1011203,CoAs3,204,2,2,No_perovskita,0.82
1510013,InAg3,221,2,2,No_perovskita,0.82
1510315,Tl2Au,140,2,2,No_perovskita,0.82
1538227,TePd,194,2,2,No_perovskita,0.82
1509666,Li0.999Si1Ag2.001,221,2,3,No_perovskita,0.83
1510541,YbAu4,87,2,2,No_perovskita,0.83
1533537,Ti1Al2.76Pt0.24,221,2,3,No_perovskita,0.83
1523056,RhPb2,140,2,2,No_perovskita,0.84
1533534,Ti1Al2.679Ni0.321,221,2,3,No_perovskita,0.84
1533540,Ti1Al2.685Ni0.315,221,2,3,No_perovskita,0.84
1539194,Sb2Pt,205,2,2,No_perovskita,0.84
1509092,Ti1Al2.679Ag0.321,221,2,3,No_perovskita,0.85
1511336,B2Rh1.818,194,2,2,No_perovskita,0.85
1522543,Zn0.15Ga0.85Ni3,221,2,3,No_perovskita,0.85
1522570,MnZn3,221,2,2,No_perovskita,0.85
1522657,ThHg3,194,2,2,No_perovskita,0.85
1523061,MnSnPt,225,2,3,No_perovskita,0.85
1539759,Al0.85Ni2As1.15,194,2,3,No_perovskita,0.85
1524516,Tl2Pt,140,2,2,No_perovskita,0.86
1533763,Co3NiSb12,204,2,3,No_perovskita,0.86
1522934,Ti1Al2.82Co0.18,221,2,3,No_perovskita,0.87
1533760,Co7NiSb24,204,2,3,No_perovskita,0.87
1538673,SbPd,194,2,2,No_perovskita,0.87
1011344,PRh2,225,2,2,No_perovskita,0.88
1522737,Ni3Sn,194,2,2,No_perovskita,0.88
1527464,GeP3,166,2,2,No_perovskita,0.88
1529828,ReO3,182,2,2,No_perovskita,0.88
1531888,Y2C,166,2,2,No_perovskita,0.88
1532761,Co8Sb23.976Te0.024,204,2,3,No_perovskita,0.88
1532764,Co8Sb23.28Te0.72,204,2,3,No_perovskita,0.88
1532766,Co8Sb21.6Te2.4,204,2,3,No_perovskita,0.88
1533757,CoSb3,204,2,2,No_perovskita,0.88
9004289,Fe0.16Co7.28Cu0.16Ni0.4Sb23.76Cl0.24,204,2,6,No_perovskita,0.88
9014006,Ni3Sn,221,2,2,No_perovskita,0.88
9015724,FeNiSb6,204,2,3,No_perovskita,0.89
1522933,Ti1Al2.67Cr0.33,221,2,3,No_perovskita,0.9
1523677,MoRh3,194,2,2,No_perovskita,0.9
1524302,Ga2Cu,123,2,2,No_perovskita,0.9
1538331,Cr2Co,227,2,2,No_perovskita,0.9
9009119,SiTe2,164,2,2,No_perovskita,0.9
1530464,YIn3O12,204,2,3,No_perovskita,0.91
1010975,Cu3As,220,2,2,No_perovskita,0.92
1510461,Au2S,224,2,2,No_perovskita,0.92
1511720,CrB4,71,2,2,No_perovskita,0.92
1533279,Li0.59Zr1Pb0.41,187,2,3,No_perovskita,0.92
1541534,U(OF2)2,221,2,3,No_perovskita,0.92
1530462,Sc3.92In4O24,204,2,3,No_perovskita,0.93
2310776,Cu6.0532Sn1.9468,51,2,2,No_perovskita,0.93
2310778,Cu6.044Sn1.956,51,2,2,No_perovskita,0.93
1521798,U2Al3Ga,227,2,3,No_perovskita,0.94
1522847,MoPt2,71,2,2,No_perovskita,0.94
1524942,Ga0.7Fe0.3Ni3,221,2,3,No_perovskita,0.94
2310777,Cu6.0628Sn1.9372,51,2,2,No_perovskita,0.94
9015627,Ag3P,223,2,2,No_perovskita,0.94
1522408,Zr2Pd,139,2,2,No_perovskita,0.95
2310775,Cu6.096Sn1.904,51,2,2,No_perovskita,0.95
2310779,Cu6.026Sn1.974,51,2,2,No_perovskita,0.95
9015108,H12Cl,225,2,2,No_perovskita,0.95
1523581,V2.322Re5.678,223,2,2,No_perovskita,0.96
2310283,Co3Mo,194,2,2,No_perovskita,0.96
4031561,V3.16Bi3.72Mo0.84,141,2,3,No_perovskita,0.96
9009127,Cs2O,166,2,2,No_perovskita,0.96
1008114,Na0.77Th0.23B6,221,2,3,No_perovskita,0.97
1010036,CoSi,198,2,2,No_perovskita,0.97
4124648,Te2Rh,205,2,2,No_perovskita,0.97
5910046,FeSi2,123,2,2,No_perovskita,0.97
9015220,TlRe,74,2,2,No_perovskita,0.97
1522788,Mo3Pt,223,2,2,No_perovskita,0.98
1523258,TlNi,194,2,2,No_perovskita,0.98
2310626,N2O,152,2,2,No_perovskita,0.99
1011348,As2Pd,205,2,2,No_perovskita,1
1522540,Ga0.85Ni3Mo0.15,221,2,3,No_perovskita,1
1522871,Al6.2Mo1.8,223,2,2,No_perovskita,1
1538719,Te2Rh,164,2,2,No_perovskita,1
1524556,V3Cd,221,2,2,No_perovskita,1.01
1533578,NbVCr,227,2,3,No_perovskita,1.01
9009915,Sb2Ru,58,2,2,No_perovskita,1.01
9015165,NbO3,204,2,2,No_perovskita,1.01
1531426,Ni8Ge5.808As18.192,204,2,3,No_perovskita,1.02
2310296,NbCd3,221,2,2,No_perovskita,1.02
9011740,Cu2Sn1.67Sb0.23,194,2,3,No_perovskita,1.02
1528707,Ba16P10.6668,220,2,2,No_perovskita,1.04
1539277,Ge2Pt,58,2,2,No_perovskita,1.04
1538777,MnSbIr,225,2,3,No_perovskita,1.05
1541752,Ba16P10.596,220,2,2,No_perovskita,1.05
9008097,AsI3,148,2,2,No_perovskita,1.05
1511016,Ga0.507Si0.47Ni3B0.023,221,2,4,No_perovskita,1.06
2300376,SiNi,198,2,2,No_perovskita,1.06
2311072,MoF3,221,2,2,No_perovskita,1.06
9014019,Ti0.507Ni0.493,221,2,2,No_perovskita,1.06
1509559,AgTe3,160,2,2,No_perovskita,1.07
1532040,SiNi,62,2,2,No_perovskita,1.07
2300377,SiNi,59,2,2,No_perovskita,1.07
1523185,TlHg3,221,2,2,No_perovskita,1.08
1539763,AlNi2As,194,2,3,No_perovskita,1.08
9014817,Nb4.8W3.2O24,204,2,3,No_perovskita,1.08
1537197,Te2Pt,164,2,2,No_perovskita,1.09
2300515,Mo6.12Ir1.88,223,2,2,No_perovskita,1.09
2300548,As1.6Pd2Pb0.4,194,2,3,No_perovskita,1.09
4340965,P2Os,58,2,2,No_perovskita,1.09
1523628,Mo6.4Pt1.6,223,2,2,No_perovskita,1.1
1530197,UV2,191,2,2,No_perovskita,1.1
1510311,Th2Au,140,2,2,No_perovskita,1.11
1523935,Mo6IrRu,223,2,3,No_perovskita,1.11
1537763,Si2Ni,225,2,2,No_perovskita,1.11
9013941,FeNi3,221,2,2,No_perovskita,1.11
1523833,Nb3SiSnMo3,223,2,4,No_perovskita,1.12
2106129,Mo6.002Ir1.998,223,2,2,No_perovskita,1.12
1538781,V2.4Si2Mo3.6,223,2,3,No_perovskita,1.13
1539728,GeTe,160,2,2,No_perovskita,1.13
2106172,Cr6.284Ru1.716,223,2,2,No_perovskita,1.13
4344126,Ba16As10.404,220,2,2,No_perovskita,1.13
9014429,Ag3As,223,2,2,No_perovskita,1.13
1008148,CoSi2,225,2,2,No_perovskita,1.14
1510530,Ga8Pd0.2Au3.8,225,2,3,No_perovskita,1.14
1010412,Mg2Si,225,2,2,No_perovskita,1.15
1522586,Hf2Pd,139,2,2,No_perovskita,1.16
1526496,Te2Ir,205,2,2,No_perovskita,1.16
7221171,NiHg,123,2,2,No_perovskita,1.16
1011371,PIr2,225,2,2,No_perovskita,1.17
1534882,ReSi2,71,2,2,No_perovskita,1.17
1541975,Mo2N,141,2,2,No_perovskita,1.17
4124670,ReSi,198,2,2,No_perovskita,1.17
9009000,Ga2Au,225,2,2,No_perovskita,1.17
1010486,Ag2O,224,2,2,No_perovskita,1.18
1524561,Nd1Si1.6,191,2,2,No_perovskita,1.18
1526492,Te2Ir,164,2,2,No_perovskita,1.18
1526500,Te2Ir,136,2,2,No_perovskita,1.18
1527521,CdPbF6,167,2,3,No_perovskita,1.18
1539143,Mo6.8Pt1.2,223,2,2,No_perovskita,1.18
1511237,Mn2B,140,2,2,No_perovskita,1.19
1523680,MoIr3,194,2,2,No_perovskita,1.19
1524964,Gd1Ge1.56,191,2,2,No_perovskita,1.19
1533772,U4S0.24N2.4O0.32,225,2,4,No_perovskita,1.19
1541314,Mg4SiGe,225,2,3,No_perovskita,1.19
1538912,Sb2Os,58,2,2,No_perovskita,1.2
1540218,Ce4Ge6.08,141,2,2,No_perovskita,1.2
9015095,As3Rh,204,2,2,No_perovskita,1.2
1523934,Mo6OsRu,223,2,3,No_perovskita,1.21
1528772,Cd1.596In0.204Cu0.19Se2,186,2,4,No_perovskita,1.21
1523810,InHg,166,2,2,No_perovskita,1.22
1537795,SiNi3,221,2,2,No_perovskita,1.22
9008908,SnPd,194,2,2,No_perovskita,1.22
1523367,Fe3Sn,221,2,2,No_perovskita,1.23
1538363,Fe3Sn,194,2,2,No_perovskita,1.23
2105365,LuAg4,87,2,2,No_perovskita,1.23
4331452,K1B5.6682,221,2,2,No_perovskita,1.23
1511102,Si0.98Ni3B0.02,221,2,3,No_perovskita,1.24
1539209,Te2Ru,205,2,2,No_perovskita,1.24
1522994,Mo3Os,223,2,2,No_perovskita,1.25
1528256,Te2Ru,58,2,2,No_perovskita,1.25
9009032,Al2Pt,225,2,2,No_perovskita,1.25
1525003,Cr3Si2Mo3,223,2,3,No_perovskita,1.27
1541689,Ba16P10.14Br1.56,220,2,3,No_perovskita,1.27
2310910,Pr4Ge3,220,2,2,No_perovskita,1.28
1010429,Rb2S,225,2,2,No_perovskita,1.29
1522475,Pu0.75Zr2.25,191,2,2,No_perovskita,1.31
1523183,TlHg,221,2,2,No_perovskita,1.31
1523216,Hg2Pt,123,2,2,No_perovskita,1.31
1525230,GaFe3,221,2,2,No_perovskita,1.31
1527280,Ca4Ga4.736Pd1.184,74,2,3,No_perovskita,1.31
1535077,Rb2Se,225,2,2,No_perovskita,1.31
1535251,TePt,166,2,2,No_perovskita,1.31
9009913,P2Ru,58,2,2,No_perovskita,1.31
9016517,As3Ir,204,2,2,No_perovskita,1.31
1000065,C,166,2,1,No_perovskita,1.32
1011060,C,186,2,1,No_perovskita,1.32
1512492,B,166,2,1,No_perovskita,1.32
1512497,C,194,2,1,No_perovskita,1.32
1512517,Li,166,2,1,No_perovskita,1.32
1512523,Na,166,2,1,No_perovskita,1.32
1522400,PrNd,194,2,2,No_perovskita,1.32
1522482,Tc4.8Mo3.2,223,2,2,No_perovskita,1.32
1522493,Pd2.36Pb1.64,194,2,2,No_perovskita,1.32
1522722,Re2.4Mo5.6,223,2,2,No_perovskita,1.32
1522842,TbMg,221,2,2,No_perovskita,1.32
1523042,Al10.8Ge1.2,140,2,2,No_perovskita,1.32
1523152,Ni1.332Sn1.336Pt1.332,194,2,3,No_perovskita,1.32
1523223,Nd3.2Y0.8,194,2,2,No_perovskita,1.32
1523442,Tc4.25Mo3.75,223,2,2,No_perovskita,1.32
1523539,Nd3Pu,194,2,2,No_perovskita,1.32
1523540,Sm3Pu,194,2,2,No_perovskita,1.32
1523598,Re1.76W6.24,223,2,2,No_perovskita,1.32
1523785,Nd1.2Sm2.8,194,2,2,No_perovskita,1.32
1523915,NdTm,194,2,2,No_perovskita,1.32
1523917,LaY,194,2,2,No_perovskita,1.32
1524196,Nd2.8Dy1.2,194,2,2,No_perovskita,1.32
1524388,Li,191,2,1,No_perovskita,1.32
1524407,Ce3Y,194,2,2,No_perovskita,1.32
1524490,Ce2.4Gd1.6,194,2,2,No_perovskita,1.32
1524499,Ce2.8Ho1.2,194,2,2,No_perovskita,1.32
1524763,La3.56Dy0.44,194,2,2,No_perovskita,1.32
1525337,Ce2.01Sm1.99,194,2,2,No_perovskita,1.32
1525340,Tb1.6Ce2.4,194,2,2,No_perovskita,1.32
1525957,Ba,193,2,1,No_perovskita,1.32
1526683,W,113,2,1,No_perovskita,1.32
1527094,Hg,14,2,1,No_perovskita,1.32
1527484,Pr2.6Ho1.4,194,2,2,No_perovskita,1.32
1527588,Rb,2,2,1,No_perovskita,1.32
1528151,Yb2.4Y1.6,194,2,2,No_perovskita,1.32
1528389,Ge,96,2,1,No_perovskita,1.32
1528620,O2,92,2,1,No_perovskita,1.32
1532451,Ba6.84,193,2,1,No_perovskita,1.32
1532545,Sr7.92,193,2,1,No_perovskita,1.32
1533530,Te,12,2,1,No_perovskita,1.32
1536154,ThBr4,141,2,2,No_perovskita,1.32
1536220,Pu,176,2,1,No_perovskita,1.32
1538330,Co,227,2,1,No_perovskita,1.32
1538509,Hg,191,2,1,No_perovskita,1.32
1538536,Cr2.76Mo9.24,166,2,2,No_perovskita,1.32
1538698,Nd,194,2,1,No_perovskita,1.32
1539039,Mn,213,2,1,No_perovskita,1.32
1540173,Sm,194,2,1,No_perovskita,1.32
1541702,CaU,206,2,2,No_perovskita,1.32
2310831,NO,14,2,2,No_perovskita,1.32
4113919,Fe,51,2,1,No_perovskita,1.32
4123971,Sr,193,2,1,No_perovskita,1.32
4124455,Ir,63,2,1,No_perovskita,1.32
4310030,Fe,123,2,1,No_perovskita,1.32
4321902,O2,19,2,1,No_perovskita,1.32
4344201,Os,14,2,1,No_perovskita,1.32
8103640,Mg,2,2,1,No_perovskita,1.32
8104004,K,65,2,1,No_perovskita,1.32
9008524,Am,194,2,1,No_perovskita,1.32
9008583,W,223,2,1,No_perovskita,1.32
9008585,Np,62,2,1,No_perovskita,1.32
9008586,Np,129,2,1,No_perovskita,1.32
9011218,N2,223,2,1,No_perovskita,1.32
9011641,Cs,64,2,1,No_perovskita,1.32
9011644,Si,64,2,1,No_perovskita,1.32
9011655,Sc,129,2,1,No_perovskita,1.32
9012231,C,67,2,1,No_perovskita,1.32
9012232,C,65,2,1,No_perovskita,1.32
9012233,C,54,2,1,No_perovskita,1.32
9012234,C,50,2,1,No_perovskita,1.32
9012465,F2,223,2,1,No_perovskita,1.32
9012471,F2,12,2,1,No_perovskita,1.32
9012925,Ti,191,2,1,No_perovskita,1.32
9013109,Ge,64,2,1,No_perovskita,1.32
9014004,C,191,2,1,No_perovskita,1.32
9014401,S,154,2,1,No_perovskita,1.32
9014498,Sm,166,2,1,No_perovskita,1.32
9014646,Cs4O3,220,2,2,No_perovskita,1.32
9015458,P,129,2,1,No_perovskita,1.32
1524941,Ga0.2Cu0.8Ni3,221,2,3,No_perovskita,1.33
2311018,MnMo3,155,2,2,No_perovskita,1.33
5910039,As2Pt,205,2,2,No_perovskita,1.34
5910050,Ag3Hg4,229,2,2,No_perovskita,1.34
4031207,NpCl4,141,2,2,No_perovskita,1.35
4332707,Ce16Si4.92P7.08,220,2,3,No_perovskita,1.35
9008023,KS,166,2,2,No_perovskita,1.35
2106119,Eu4As3,220,2,2,No_perovskita,1.36
4344123,Ba4Bi3,220,2,2,No_perovskita,1.36
9009014,Mg2Ge,225,2,2,No_perovskita,1.36
1523756,TePt,194,2,2,No_perovskita,1.37
1527192,PaBr4,141,2,2,No_perovskita,1.37
1539188,P2Pt,205,2,2,No_perovskita,1.37
9016555,K2Pt,225,2,2,No_perovskita,1.37
1538300,La16Sb8.004Pb3.996,220,2,3,No_perovskita,1.38
1539184,Te2Os,205,2,2,No_perovskita,1.39
4340966,As2Os,58,2,2,No_perovskita,1.39
1525266,Ga1Fe0.5Co0.5,221,2,3,No_perovskita,1.4
2310465,Te2Mo,194,2,2,No_perovskita,1.4
9009914,As2Ru,58,2,2,No_perovskita,1.4
1525477,GaCo,221,2,2,No_perovskita,1.41
1532003,Pd2N,58,2,2,No_perovskita,1.41
1538301,La16Sn3.996Sb8.004,220,2,3,No_perovskita,1.41
2105374,ScAg4,87,2,2,No_perovskita,1.41
8100731,Ba16As9.96Au2.04,220,2,3,No_perovskita,1.42
