cif,formula,grupo_espacial,sitios,elementos,predicho_como,valor_salida_red
8103899,Rb3BAs2,15,4,3,No_perovskita,0.02
8104231,Si2O5,46,4,2,No_perovskita,0.02
8104252,US2,140,4,2,No_perovskita,0.02
9000603,Cu4O3,141,4,2,No_perovskita,0.02
9000772,NaFe(SO)2,15,4,4,No_perovskita,0.02
9005378,SbO2,15,4,2,No_perovskita,0.02
9007430,KPO4,43,4,3,No_perovskita,0.02
9007823,LuFeCoO4,166,4,4,No_perovskita,0.02
9009757,TlCu7Se4,87,4,3,No_perovskita,0.02
9009765,BiO2,15,4,2,No_perovskita,0.02
9009936,Be2BO5,150,4,3,No_perovskita,0.02
9012135,CrHO2,160,4,3,No_perovskita,0.02
9013436,VBiO4,15,4,3,No_perovskita,0.02
9013450,CsFe2S3,63,4,3,No_perovskita,0.02
9016469,Sn2Pb2O7,227,4,3,No_perovskita,0.02
1001064,AgSbWO7,227,4,4,No_perovskita,0.03
1001178,Nb2Cd2O7,227,4,3,No_perovskita,0.03
1001839,Ta2Sn2O7,227,4,3,No_perovskita,0.03
1004072,KInBr4,52,4,3,No_perovskita,0.03
1006063,Mg12.4Fe12.8O32,227,4,3,No_perovskita,0.03
1008112,V2NiSe4,12,4,3,No_perovskita,0.03
1008244,GaTe4(MoSe)4,216,4,4,No_perovskita,0.03
1008249,Sr3LaMn2O8,139,4,4,No_perovskita,0.03
1009041,K8SnSb4,227,4,3,No_perovskita,0.03
1509082,Nb6Ag1.5S12,166,4,3,No_perovskita,0.03
1509714,Ag2Se,17,4,2,No_perovskita,0.03
1510244,NaAuSe2,14,4,3,No_perovskita,0.03
1510292,ScSiAu,187,4,3,No_perovskita,0.03
1510340,Yb4Ge3.04Au4.96,44,4,3,No_perovskita,0.03
1523199,KCrNiOF6,227,4,5,No_perovskita,0.03
1523622,La7Ni3,186,4,2,No_perovskita,0.03
1524100,NbInO4,13,4,3,No_perovskita,0.03
1525392,Yb17.28Fe6.08S32,227,4,3,No_perovskita,0.03
1525396,Sc9.12Mn18.32S32,227,4,3,No_perovskita,0.03
1526833,Eu2Nb4O13,15,4,3,No_perovskita,0.03
1526835,Eu1.8Nb4O12.6992,15,4,3,No_perovskita,0.03
1527907,Ce7Ru3,186,4,2,No_perovskita,0.03
1528026,CeNiGe2,63,4,3,No_perovskita,0.03
1528215,Rb2CuBrCl3,64,4,4,No_perovskita,0.03
1528216,Rb2Cu(BrCl)2,64,4,4,No_perovskita,0.03
1529548,NdTiCdSbO7,227,4,5,No_perovskita,0.03
1529568,Ti6.16Ni19.52O32,227,4,3,No_perovskita,0.03
1529812,Cs3Er2Br9,167,4,3,No_perovskita,0.03
1530093,La6UO12,148,4,3,No_perovskita,0.03
1530549,D7.92Mo8O24,204,4,3,No_perovskita,0.03
1531299,LaP5,11,4,2,No_perovskita,0.03
1531369,K8Ta16O47.9984F8.0016,227,4,4,No_perovskita,0.03
1531591,LiGaSe2,33,4,3,No_perovskita,0.03
1533351,CeP5,11,4,2,No_perovskita,0.03
1534798,Ba8Li1.72Ni10.28N8,64,4,4,No_perovskita,0.03
1535256,Yb4Ge6Ir7,229,4,3,No_perovskita,0.03
1537234,TaTlO3,227,4,3,No_perovskita,0.03
1537249,Sr3P4,43,4,2,No_perovskita,0.03
1538391,Cs3In2Cl9,167,4,3,No_perovskita,0.03
1539885,Cs8Mn7Zn5S16,72,4,4,No_perovskita,0.03
1540769,CsC10,204,4,2,No_perovskita,0.03
1541019,HoCoSi2,63,4,3,No_perovskita,0.03
1544379,VFeO4,63,4,3,No_perovskita,0.03
1545061,Na3.04Bi27.68O56,227,4,3,No_perovskita,0.03
2002235,NbFeO4,13,4,3,No_perovskita,0.03
2105409,BNCl2,146,4,3,No_perovskita,0.03
2107068,CuTe2Cl,14,4,3,No_perovskita,0.03
2107102,YbHO2,11,4,3,No_perovskita,0.03
2310374,PaCl5,15,4,2,No_perovskita,0.03
2310561,NiSO4,63,4,3,No_perovskita,0.03
2310582,Cu7S4N,82,4,3,No_perovskita,0.03
2310619,NiWO4,13,4,3,No_perovskita,0.03
2311016,Li0.64Mn2Al1.36O8,12,4,4,No_perovskita,0.03
4000751,Ta4Ga(TeSe)4,216,4,4,No_perovskita,0.03
4001582,ScU3Sb5,193,4,3,No_perovskita,0.03
4001901,Li2.34Mn2.55O6,166,4,3,No_perovskita,0.03
4002237,Mn3In2Sb3O14,227,4,4,No_perovskita,0.03
4002270,V2Cr1.998Ni2.002S8,12,4,4,No_perovskita,0.03
4002272,V2.8Cr1.2Ni2S8,12,4,4,No_perovskita,0.03
4002273,V3.6Cr0.402Ni1.998S8,12,4,4,No_perovskita,0.03
4002289,V1.6Cr2.402Ni1.998S8,12,4,4,No_perovskita,0.03
4102609,Y4Mn(GaGe)6,229,4,4,No_perovskita,0.03
4102611,Y8Mn1.808Ga21.96Ge2.04,229,4,4,No_perovskita,0.03
4117100,C3F4,60,4,2,No_perovskita,0.03
4118241,Ca2Mn0.2Ni1.8Ge2H2,129,4,5,No_perovskita,0.03
4118243,DCaNiGe,129,4,4,No_perovskita,0.03
4118244,CaNiGeH,129,4,4,No_perovskita,0.03
4124013,DSrGaGe,156,4,4,No_perovskita,0.03
4124027,SiO2,229,4,2,No_perovskita,0.03
4124083,SiO2,162,4,2,No_perovskita,0.03
4124105,KCrF3,140,4,3,No_perovskita,0.03
4300058,Cs2PdI6,139,4,3,No_perovskita,0.03
4303147,Mn3.00006Mo18S24,148,4,3,No_perovskita,0.03
4303148,Na3.00006Mo18S24,148,4,3,No_perovskita,0.03
4303150,Cd3.00006Mo18S24,148,4,3,No_perovskita,0.03
4303152,Zn3.00006Mo18S24,148,4,3,No_perovskita,0.03
4305345,Tc16Bi16O54.904,227,4,3,No_perovskita,0.03
4315878,Na5.616Si136,227,4,2,No_perovskita,0.03
4326533,Co1.998B6Rh12.002,186,4,3,No_perovskita,0.03
4327896,LiSmGe2,62,4,3,No_perovskita,0.03
4329321,TaInO4,13,4,3,No_perovskita,0.03
4329324,Ta2.05694In1.8292Ni0.11386O8,13,4,4,No_perovskita,0.03
4329932,DyAsRuO,59,4,4,No_perovskita,0.03
4330304,CoC2(SN)2,12,4,4,No_perovskita,0.03
4330682,NaV2O4,15,4,3,No_perovskita,0.03
4332078,K(USe3)2,71,4,3,No_perovskita,0.03
4336636,VInO4,13,4,3,No_perovskita,0.03
4340059,Dy4Al0.68Ge8,63,4,3,No_perovskita,0.03
4340064,Y4Al0.68Ge8,63,4,3,No_perovskita,0.03
4344125,Mg11.44Fe13.68O32,227,4,3,No_perovskita,0.03
4344503,Cd2Re2O7,227,4,3,No_perovskita,0.03
7035744,Na8Be3Si9(ClO12)2,217,4,5,No_perovskita,0.03
7035746,Na8Be0.9996Al3.9996Si6.9996Cl2O24,217,4,6,No_perovskita,0.03
7221114,Li5Sn2,166,4,2,No_perovskita,0.03
7221205,Sr3As4,43,4,2,No_perovskita,0.03
8100087,LiYbGe2,62,4,3,No_perovskita,0.03
8103432,Ca4Si3.168Au4.832,44,4,3,No_perovskita,0.03
8103446,LiCa4(BN2)3,229,4,4,No_perovskita,0.03
8103448,LiEu4(BN2)3,229,4,4,No_perovskita,0.03
8103449,Sr4Li(BN2)3,229,4,4,No_perovskita,0.03
8103450,NaSr4(BN2)3,229,4,4,No_perovskita,0.03
8103888,BAsO4,152,4,3,No_perovskita,0.03
8103898,Na3AlP2,72,4,3,No_perovskita,0.03
8104007,InI4N,52,4,3,No_perovskita,0.03
9006350,K4Mg0.2Cu3.8F12,140,4,4,No_perovskita,0.03
9006351,K4Mg0.4Cu3.6F12,140,4,4,No_perovskita,0.03
9006352,K4Mg0.6Cu3.4F12,140,4,4,No_perovskita,0.03
9006353,K4Mg0.8Cu3.2F12,140,4,4,No_perovskita,0.03
9006354,K4MgCu3F12,140,4,4,No_perovskita,0.03
9006355,K4Mg1.2Cu2.8F12,140,4,4,No_perovskita,0.03
9009759,Tl2Cu13.04Se8,87,4,3,No_perovskita,0.03
9012121,Ti2FeS4,12,4,3,No_perovskita,0.03
9015206,Cu7.8Se4,225,4,2,No_perovskita,0.03
1000264,Li0.4La8Cu3.6O15.864,64,4,4,No_perovskita,0.04
1000265,Li0.58La8Cu3.42O15.896,64,4,4,No_perovskita,0.04
1000266,Li1.008La8Cu2.992O15.92,64,4,4,No_perovskita,0.04
1001034,Ta14.9328Cd13.8672Bi3.2O56,227,4,4,No_perovskita,0.04
1001109,CuHgSeCl,55,4,4,No_perovskita,0.04
1001179,Ta2Cd2O7,227,4,3,No_perovskita,0.04
1001267,CaTa4O14,227,4,3,No_perovskita,0.04
1006010,Pr2NiO4,64,4,3,No_perovskita,0.04
1006011,Nd2NiO4,64,4,3,No_perovskita,0.04
1006132,Sr0.12La7.88Ni4O16,64,4,4,No_perovskita,0.04
1006175,Ca0.32La7.68Cu4O15.96,64,4,4,No_perovskita,0.04
1006176,Ca0.4La7.6Cu4O16,64,4,4,No_perovskita,0.04
1008053,SrLaFeO4,139,4,4,No_perovskita,0.04
1008055,RbEu3F10,225,4,3,No_perovskita,0.04
1008481,Sr0.3La3.7Cu2O8,139,4,4,No_perovskita,0.04
1008541,La2CuO4,64,4,3,No_perovskita,0.04
1010188,K2TeCl6,139,4,3,No_perovskita,0.04
1500041,BaLaFeO4,139,4,4,No_perovskita,0.04
1500042,Li1.5La3.5Fe1O7.84,139,4,4,No_perovskita,0.04
1500043,LiLa4AlO8,139,4,4,No_perovskita,0.04
1509275,CsAgF3,140,4,3,No_perovskita,0.04
1509371,TbAgGe,189,4,3,No_perovskita,0.04
1509475,Na3AgO2,72,4,3,No_perovskita,0.04
1510227,LuSiAu,187,4,3,No_perovskita,0.04
1510512,Rb3Sb2Au3,166,4,3,No_perovskita,0.04
1510937,PrBN2,167,4,3,No_perovskita,0.04
1510953,B3Ru7,186,4,2,No_perovskita,0.04
1517786,Nd2NiO4,139,4,3,No_perovskita,0.04
1517825,K3FeO2,92,4,3,No_perovskita,0.04
1518117,LaMnSi2,63,4,3,No_perovskita,0.04
1520829,Ti3SiC2,194,4,3,No_perovskita,0.04
1520946,SmC10,204,4,2,No_perovskita,0.04
1521128,Sr0.3La3.7Zn0.26Cu1.74O7.82,139,4,5,No_perovskita,0.04
1521130,Sr0.3La3.7Zn0.32Cu1.68O7.88,139,4,5,No_perovskita,0.04
1521132,Sr0.6La7.36Zn0.64Cu3.36O15.84,64,4,5,No_perovskita,0.04
1521133,Sr0.6La7.28Zn1.64Cu2.36O15.84,64,4,5,No_perovskita,0.04
1521455,Ce32O54.24,206,4,2,No_perovskita,0.04
1521511,Sr1.6La2.4Mn2O7.876,139,4,4,No_perovskita,0.04
1521652,Sr0.088La7.912Cu4O16,64,4,4,No_perovskita,0.04
1521670,ZnInGaO4,166,4,4,No_perovskita,0.04
1522852,Mg5Ga2,72,4,2,No_perovskita,0.04
1523504,ZrPd3,194,4,2,No_perovskita,0.04
1524251,LiLa4CoO8,139,4,4,No_perovskita,0.04
1525368,MnCo2Sn,216,4,3,No_perovskita,0.04
1525738,Cd3.2Ge3.48N4.4O3.6,33,4,4,No_perovskita,0.04
1526351,D3Nd,165,4,2,No_perovskita,0.04
1526366,Si2CN4,41,4,3,No_perovskita,0.04
1526923,Sr0.6La7.4Zn1.2Cu2.8O16,64,4,5,No_perovskita,0.04
1526926,Sr0.3La3.7Cu1.4Ni0.6O8,139,4,5,No_perovskita,0.04
1526927,Sr0.3La3.7Mg0.2Cu1.8O8,139,4,5,No_perovskita,0.04
1526928,Sr0.3La3.7Mg0.4Cu1.6O8,139,4,5,No_perovskita,0.04
1527176,HoMnGa,189,4,3,No_perovskita,0.04
1527389,Sr2FeO3F,139,4,4,No_perovskita,0.04
1528401,Sr2Nd2Cu0.4Ni1.6O7.888,139,4,5,No_perovskita,0.04
1528402,Sr2Nd2Cu1.2Ni0.8O7.568,139,4,5,No_perovskita,0.04
1528678,Nb2O5,15,4,2,No_perovskita,0.04
1528703,La2CuO4,139,4,3,No_perovskita,0.04
1530737,Bi3Se4,166,4,2,No_perovskita,0.04
1531284,Rb1.2Bi2.8Pb1.2I4O4,139,4,5,No_perovskita,0.04
1531895,SrLaAlO4,139,4,4,No_perovskita,0.04
1531897,Sr0.8La3.2Mg1.2Al0.8O8,139,4,5,No_perovskita,0.04
1532215,La8Ni4O15.68,64,4,3,No_perovskita,0.04
1532438,La5Sn3Br,193,4,3,No_perovskita,0.04
1532439,La5Sn3I,193,4,3,No_perovskita,0.04
1532440,La5Bi3Br,193,4,3,No_perovskita,0.04
1532612,Sr2.2La1.8Fe2O8,139,4,4,No_perovskita,0.04
1532859,Ba0.056Sr0.48Ca0.064La7.4Cu4O16,64,4,6,No_perovskita,0.04
1532860,Ba0.304Ca0.296La7.2Nd0.2Cu4O16,64,4,6,No_perovskita,0.04
1533342,SrPrMnO4,139,4,4,No_perovskita,0.04
1533567,La4Ni2O7.98,139,4,3,No_perovskita,0.04
1533571,La2NiO4,139,4,3,No_perovskita,0.04
1534549,LaEuI4,15,4,3,No_perovskita,0.04
1534745,Li5.36Ge6.64N7.92O4.08,36,4,4,No_perovskita,0.04
1535480,H2SO4,15,4,3,No_perovskita,0.04
1535744,BaZnGeO4,182,4,4,No_perovskita,0.04
1536118,D3.856Al4H0.144O8,63,4,4,No_perovskita,0.04
1536211,Nb5(AsPd)4,87,4,3,No_perovskita,0.04
1537114,Tl6TeO12,148,4,3,No_perovskita,0.04
1537451,EuAs,189,4,2,No_perovskita,0.04
1539738,RbCu2I3,63,4,3,No_perovskita,0.04
1539884,Cs2Co3S4,72,4,3,No_perovskita,0.04
1540099,Sr0.4La3.6Co0.2Cu1.8O8,139,4,5,No_perovskita,0.04
1540100,Sr0.4La3.6Co1Cu1O7.92,139,4,5,No_perovskita,0.04
1540102,Sr0.4La3.6Co1Cu1O7.9,139,4,5,No_perovskita,0.04
1541054,K0.8La7.2Cu4O16,64,4,4,No_perovskita,0.04
1541069,Ca2Pt3O8,166,4,3,No_perovskita,0.04
1544457,BaLaMnO4,139,4,4,No_perovskita,0.04
2002138,SrNd3AlCuO8,139,4,5,No_perovskita,0.04
2002217,SrCeAlO4,139,4,4,No_perovskita,0.04
2002218,SrNdAlO4,139,4,4,No_perovskita,0.04
2002276,SrNdMnO4,139,4,4,No_perovskita,0.04
2002462,Sr0.52La7.48Cu4O16,64,4,4,No_perovskita,0.04
2010771,BHO2,218,4,3,No_perovskita,0.04
2106215,U(HO2)2,61,4,3,No_perovskita,0.04
2107005,HgMoO4,15,4,3,No_perovskita,0.04
2107298,RbSm3F10,225,4,3,No_perovskita,0.04
2210014,MgSi7Ir3,167,4,3,No_perovskita,0.04
2221854,Hg2.919Mo18S24,148,4,3,No_perovskita,0.04
2300050,Ce6.4Gd25.6O52,206,4,3,No_perovskita,0.04
2311078,Ba3NiO4,167,4,3,No_perovskita,0.04
4001596,Mg2.99988Mo18S24,148,4,3,No_perovskita,0.04
4001792,Tl6SI4,128,4,3,No_perovskita,0.04
4001872,Tm1Mn0.095Ga2.997,221,4,3,No_perovskita,0.04
4002318,Sr1.8La2.2Mg0.2Al1.8O8,139,4,5,No_perovskita,0.04
4002319,Sr1.4La2.6Mg0.6Al1.4O8,139,4,5,No_perovskita,0.04
4002320,Sr1.2La2.8Mg0.8Al1.2O8,139,4,5,No_perovskita,0.04
4002321,SrLa3MgAlO8,139,4,5,No_perovskita,0.04
4002333,Sr3PrMn2O8,139,4,4,No_perovskita,0.04
4002334,Sr3NdMn2O8,139,4,4,No_perovskita,0.04
4002414,Sr2Nd2MnCuO8,139,4,5,No_perovskita,0.04
4002465,Ba4Ta2N1.936O6.064,139,4,4,No_perovskita,0.04
4119077,Zn4B6SeO12,217,4,4,No_perovskita,0.04
4124487,LiLa4MnO8,139,4,4,No_perovskita,0.04
4124488,SrLiLa3MnO8,139,4,5,No_perovskita,0.04
4307472,Tm3Sb,86,4,2,No_perovskita,0.04
4311325,SrMg2,194,4,2,No_perovskita,0.04
4312174,Sr4Nb2N1.444O6.556,139,4,4,No_perovskita,0.04
4313233,KCO2,55,4,3,No_perovskita,0.04
4314511,Y4Ga12Fe,229,4,3,No_perovskita,0.04
4314514,Ho4Ga12Fe,229,4,3,No_perovskita,0.04
4314515,Er4Ga12Fe,229,4,3,No_perovskita,0.04
4340057,Gd4Al0.88Ge8,63,4,3,No_perovskita,0.04
4340058,Tb4Al0.84Ge8,63,4,3,No_perovskita,0.04
4341922,Cs1Tl0.0528Hg0.947Cl3,221,4,4,No_perovskita,0.04
4343147,Ce9.6Sm22.4O54.73488,206,4,3,No_perovskita,0.04
4344991,Fe1.718B6Ru10.214Rh2.0674,186,4,4,No_perovskita,0.04
4507987,HCO2,14,4,3,No_perovskita,0.04
7005392,Ca2Nb2O6F,227,4,4,No_perovskita,0.04
7205001,CoMoO4,13,4,3,No_perovskita,0.04
7222845,Li4WO6,71,4,3,No_perovskita,0.04
7222878,LiCaSi2,62,4,3,No_perovskita,0.04
8101618,SrPrAlO4,139,4,4,No_perovskita,0.04
8102949,Yb4Sb6Rh7,229,4,3,No_perovskita,0.04
8102954,PrSi2Mo2C,123,4,4,No_perovskita,0.04
8103444,Ba4Na(BN2)3,229,4,4,No_perovskita,0.04
8103558,KSb,14,4,2,No_perovskita,0.04
8104106,Tl0.96Cu2.88Hg9.12As8S24,217,4,5,No_perovskita,0.04
8104298,Tl0.96Zn1.44Cu1.44Hg9.12As8S24,217,4,6,No_perovskita,0.04
9001492,Hg6HCl3O2,230,4,4,No_perovskita,0.04
9001846,NaUO4,166,4,3,No_perovskita,0.04
9008950,NaSb,14,4,2,No_perovskita,0.04
9011205,Sb2O5,15,4,2,No_perovskita,0.04
9012068,Ca2Ta2O6F,227,4,4,No_perovskita,0.04
9014329,Ba3.2Ta16O56,227,4,3,No_perovskita,0.04
9014902,ZnHOF,62,4,4,No_perovskita,0.04
9014930,Na8.88Ca5.2Ta16Bi1.2O48F8,227,4,6,No_perovskita,0.04
9015902,SrTa8O28,227,4,3,No_perovskita,0.04
9016111,Mg14.72Si7.84O32,227,4,3,No_perovskita,0.04
1000178,LiFe2F6,136,4,3,No_perovskita,0.05
1000250,La3.8Ni2O7.86,139,4,3,No_perovskita,0.05
1008083,MgCrO4,63,4,3,No_perovskita,0.05
1008084,CrCdO4,63,4,3,No_perovskita,0.05
1008125,Sr2MnO4,139,4,3,No_perovskita,0.05
1010079,K2Zn(CN)4,227,4,4,No_perovskita,0.05
1011142,NaCaNb2O6F,227,4,5,No_perovskita,0.05
1509304,ErAgGe,189,4,3,No_perovskita,0.05
1509814,Ag2HgSI2,36,4,4,No_perovskita,0.05
1509923,Ag5IO6,167,4,3,No_perovskita,0.05
1511246,PrBN2,161,4,3,No_perovskita,0.05
1517826,K3NiO2,92,4,3,No_perovskita,0.05
1520644,Zn0.232Cd1.768W2O8,13,4,4,No_perovskita,0.05
1521089,K0.4La3.6Cu2O8,139,4,4,No_perovskita,0.05
1521121,Tm6ReO12,148,4,3,No_perovskita,0.05
1521325,Sr1.6La2.4Ni2O8,139,4,4,No_perovskita,0.05
1521365,Sr0.3La3.16Cu2Pb0.54O8,139,4,5,No_perovskita,0.05
1522100,Ca2Gd1.8Er0.2Al2O8,139,4,5,No_perovskita,0.05
1522176,LaNdCuO4,64,4,4,No_perovskita,0.05
1522406,Lu5Ir2,15,4,2,No_perovskita,0.05
1524056,Y6WO12,148,4,3,No_perovskita,0.05
1524401,In3Fe5.25Si0.75O12,166,4,4,No_perovskita,0.05
1524433,SrLaCuO4,139,4,4,No_perovskita,0.05
1525544,CsSn2Br5,140,4,3,No_perovskita,0.05
1525568,Li2.916La3.024Ti6O18,167,4,4,No_perovskita,0.05
1526206,CaNdAlO4,139,4,4,No_perovskita,0.05
1526802,LiGaO2,33,4,3,No_perovskita,0.05
1526804,Li4Cr0.4Ga3.6O7.88,33,4,4,No_perovskita,0.05
1526806,Li4V0.132Ga3.868O8,33,4,4,No_perovskita,0.05
1526808,Li4V0.72Ga3.28O7.76,33,4,4,No_perovskita,0.05
1526924,Sr0.3La3.7Cu1.98Ni0.02O8,139,4,5,No_perovskita,0.05
1527467,K2CuF4,142,4,3,No_perovskita,0.05
1528704,SrLaVO4,139,4,4,No_perovskita,0.05
1528791,SrPrScO4,139,4,4,No_perovskita,0.05
1528875,Sr2La2FeCoO8,139,4,5,No_perovskita,0.05
1528877,Sr1.6La2.4Fe1Co1O8,139,4,5,No_perovskita,0.05
1528937,Sr2PbO4,55,4,3,No_perovskita,0.05
1529172,Sr2.4La1.6Co2O8,139,4,4,No_perovskita,0.05
1529173,Sr2.4Nd1.6Co2O8,139,4,4,No_perovskita,0.05
1529174,SrGdCoO4,139,4,4,No_perovskita,0.05
1529175,Sr2.2Gd1.8Co2O8,139,4,4,No_perovskita,0.05
1529176,Sr2.4Gd1.6Co2O8,139,4,4,No_perovskita,0.05
1529795,Sr0.3La3.7Cu2O7.2,139,4,4,No_perovskita,0.05
1530002,AlPO4,152,4,3,No_perovskita,0.05
1530163,Zr10Al6O0.68,193,4,3,No_perovskita,0.05
1532055,Ba8Ca4.0008Ir4O24,225,4,4,No_perovskita,0.05
1532372,Sr0.5La3.5Ni2O8,139,4,4,No_perovskita,0.05
1532611,Sr2.8La1.2Fe2O8,139,4,4,No_perovskita,0.05
1532613,Sr2.4La1.6Fe2O7.428,139,4,4,No_perovskita,0.05
1532650,TaGaBi2O7,227,4,4,No_perovskita,0.05
1532730,Zr4Pd2O,227,4,3,No_perovskita,0.05
1532893,Sr2.556La1.444Fe1.894Ru0.106O8,139,4,5,No_perovskita,0.05
1532897,Sr1.66La2.34Fe1.846Ru0.154O8,139,4,5,No_perovskita,0.05
1533156,Yb1.058Mg0.942Ga4,187,4,3,No_perovskita,0.05
1534700,NbPb7(BrO4)2,139,4,4,No_perovskita,0.05
1534861,Ba2ZrO4,139,4,3,No_perovskita,0.05
1535269,Cs3Y2Cl9,167,4,3,No_perovskita,0.05
1535777,K2PdO4,14,4,3,No_perovskita,0.05
1536019,Cu4Te5.78Se2.22Cl4,14,4,4,No_perovskita,0.05
1536279,CsCu2I3,63,4,3,No_perovskita,0.05
1537450,CaAs,189,4,2,No_perovskita,0.05
1537580,CaSmAlO4,139,4,4,No_perovskita,0.05
1539437,SrO6,15,4,2,No_perovskita,0.05
1539930,Ba2PbO4,139,4,3,No_perovskita,0.05
1540098,Sr0.4La3.6Co0.05Cu1.95O8,139,4,5,No_perovskita,0.05
1540766,RbC10,204,4,2,No_perovskita,0.05
1544559,K16Si32.0016B15.9984O96,220,4,4,No_perovskita,0.05
2002224,SrLaNiO4,139,4,4,No_perovskita,0.05
2002461,Sr2La6Cu3PtO16,64,4,5,No_perovskita,0.05
2002506,Sr2La6TiCu3O16,64,4,5,No_perovskita,0.05
2002507,Sr2La6Cu3IrO16,64,4,5,No_perovskita,0.05
2002567,SrLaGaO4,139,4,4,No_perovskita,0.05
2010455,Al3FeSi2,60,4,3,No_perovskita,0.05
2011948,RbSb,14,4,2,No_perovskita,0.05
2106743,Nb3As,86,4,2,No_perovskita,0.05
2216818,KCaNb2O6F,227,4,5,No_perovskita,0.05
3500064,NaCO2,14,4,3,No_perovskita,0.05
4000780,Mn14Bi1.8896O24,204,4,3,No_perovskita,0.05
4001869,Er1Mn0.118Ga3,221,4,3,No_perovskita,0.05
4002322,Sr0.6La3.4Mg1.4Al0.6O8,139,4,5,No_perovskita,0.05
4027824,Cs2Au2Se3,15,4,3,No_perovskita,0.05
4119076,Zn3GaB6PO12,217,4,5,No_perovskita,0.05
4326074,RbZn4As3,123,4,3,No_perovskita,0.05
7202742,Sr1.6844La2.3152Cu2O6.9552,139,4,4,No_perovskita,0.05
7221104,Er16.008Th7.992O8F80,225,4,4,No_perovskita,0.05
7221163,LiSn,10,4,2,No_perovskita,0.05
7221396,RbSb,19,4,2,No_perovskita,0.05
7222228,Sr3(AlSn)2,71,4,3,No_perovskita,0.05
7222517,Tm3In3.29Ni2.627,189,4,3,No_perovskita,0.05
7222879,LiCaGe2,62,4,3,No_perovskita,0.05
8102969,K4ZnAs2,166,4,3,No_perovskita,0.05
8103517,Th2Se5,60,4,2,No_perovskita,0.05
9000223,FeWO4,13,4,3,No_perovskita,0.05
9003875,Mg(HO)2,147,4,3,No_perovskita,0.05
9014298,Na1.116Ca0.996Eu0.598Y0.396F6,176,4,5,No_perovskita,0.05
9015201,Bi6.00003Pb2.99997Se12,166,4,3,No_perovskita,0.05
9015776,Sr3.2Nb16O56,227,4,3,No_perovskita,0.05
1000071,Ba2PdO3,71,4,3,No_perovskita,0.06
1000408,AlTlF4,15,4,3,No_perovskita,0.06
1001547,Ca2Y2Al1.86Cr0.14O8,139,4,5,No_perovskita,0.06
1001817,BaNb4O14,227,4,3,No_perovskita,0.06
1008073,Sr2PdO3,71,4,3,No_perovskita,0.06
1008089,BaAl2O4,182,4,3,No_perovskita,0.06
1008440,PrFeSi2,63,4,3,No_perovskita,0.06
1008442,NdFeSi2,63,4,3,No_perovskita,0.06
1008477,Sr2VO4,139,4,3,No_perovskita,0.06
1008939,SrNdFeO4,139,4,4,No_perovskita,0.06
1010211,RbPb2Br5,140,4,3,No_perovskita,0.06
1010505,Sb2O5,227,4,2,No_perovskita,0.06
1520641,ZnWO4,13,4,3,No_perovskita,0.06
1521030,BaSrPdF6,64,4,4,No_perovskita,0.06
1521524,Sm2SCl4,15,4,3,No_perovskita,0.06
1521813,Eu2VO4,139,4,3,No_perovskita,0.06
1521828,Ho2Mo2C3,12,4,3,No_perovskita,0.06
1522650,Yb3Pt4,148,4,2,No_perovskita,0.06
1525223,Tb4Ni1.6Ge8,63,4,3,No_perovskita,0.06
1525901,Ho6WO12,148,4,3,No_perovskita,0.06
1526467,Na2Sn(HO)6,148,4,4,No_perovskita,0.06
1527386,HfTe5,63,4,2,No_perovskita,0.06
1527723,InHO2,31,4,3,No_perovskita,0.06
1527886,YbO2,113,4,2,No_perovskita,0.06
1528157,SrLiTa2O6F,227,4,5,No_perovskita,0.06
1528787,SrLaScO4,64,4,4,No_perovskita,0.06
1528790,SrPrScO4,64,4,4,No_perovskita,0.06
1528792,SrNdScO4,64,4,4,No_perovskita,0.06
1529024,Ca3.4Eu1.2Sn1.4O8,55,4,4,No_perovskita,0.06
1529025,Ca3.6Eu0.4Y0.4Sn1.6O8,55,4,5,No_perovskita,0.06
1531444,Li2.913Ni3.081O6,166,4,3,No_perovskita,0.06
1532223,KTe,189,4,2,No_perovskita,0.06
1532653,TaInBi2O7,227,4,4,No_perovskita,0.06
1532895,Sr3.82La0.18Fe1.242Ru0.758O7.492,139,4,5,No_perovskita,0.06
1532989,Li2.592La3.132Ti6O18,167,4,4,No_perovskita,0.06
1533192,Ba3CrS5,185,4,3,No_perovskita,0.06
1533851,D5.08Nb8Co1.76Si2.24,140,4,4,No_perovskita,0.06
1533853,D5.52Nb8Si2.464Ni1.536,140,4,4,No_perovskita,0.06
1533936,Al10.64O16,141,4,2,No_perovskita,0.06
1534299,CrCuSe2,160,4,3,No_perovskita,0.06
1534499,Rb12.006K5.994C6O18F6,167,4,5,No_perovskita,0.06
1534503,K12.006Rb5.994C6O18F6,167,4,5,No_perovskita,0.06
1534528,CeNdI4,15,4,3,No_perovskita,0.06
1535253,Yb4Ge6Rh7,229,4,3,No_perovskita,0.06
1535422,SrLi3MnN3,148,4,4,No_perovskita,0.06
1535951,CaLaGaO4,139,4,4,No_perovskita,0.06
1536655,Sr(InTe2)2,66,4,3,No_perovskita,0.06
1539421,La8S15.688,62,4,2,No_perovskita,0.06
1539932,Ba2SnO4,139,4,3,No_perovskita,0.06
1540101,Sr0.4La3.6Co0.03Cu1.97O8,139,4,5,No_perovskita,0.06
